oi;Olá! Como posso ajudar?
como limpar e organizar a bolsa;Esvazie tudo, limpe por dentro, descarte o que não usa e organize por compartimentos.
como fazer a lista de compras;Olhe a despensa e geladeira antes, anote por seções (hortifruti, limpeza, etc.) e leve a lista.
como economizar energia;Desligue aparelhos da tomada, use lâmpadas LED, aproveite a luz natural e evite abrir a geladeira várias vezes.
como economizar água;Feche a torneira ao escovar os dentes, tome banhos mais curtos, use a máquina de lavar com carga completa e conserte vazamentos.
como tirar cheiro de roupa guardada;Pendure no sol, use sache de lavanda ou bicarbonato dentro do armário e lave se necessário.
como estancar um sangramento;Aperte firmemente o local com um pano limpo ou gaze por pelo menos 10 minutos sem soltar. Se o sangue encharcar, coloque outro pano por cima sem remover o primeiro. Mantenha a pessoa deitada e o ferimento elevado, se possível.
como limpar um corte;Lave o local com água corrente limpa e sabão neutro. Se continuar sangrando, faça pressão. Depois seque e cubra com curativo limpo. Se for fundo, sujo ou não parar de sangrar, procure atendimento.
como cuidar de um corte profundo;Faça pressão firme para estancar, eleve o local e vá imediatamente ao pronto-socorro. Não tente fechar com fita ou cola caseira.
como tirar um farpa ou caco de vidro;Se estiver superficial e visível, retire com pinça limpa no mesmo sentido que entrou. Lave bem depois. Se estiver fundo ou não sair fácil, não force e procure ajuda médica.
como cuidar de uma arranhadura;Lave com água e sabão, seque e aplique antisséptico (como clorexidina ou álcool 70% se não arder muito). Cubra se necessário.
como cuidar de queimadura de 1º grau;Coloque o local em água corrente fria por 10–15 minutos. Não use gelo, pasta de dente, manteiga ou pomada caseira. Depois proteja com gaze limpa.
como cuidar de queimadura de 2º grau;Resfrie com água corrente fria (não gelo). Não fure as bolhas. Cubra com gaze limpa e procure atendimento médico.
como cuidar de queimadura grave;Resfrie com água fria, cubra com pano limpo úmido, não retire roupas grudadas e chame o SAMU imediatamente. Mantenha a pessoa aquecida e deitada.
como agir em queimadura por óleo quente;Resfrie imediatamente com água fria em abundância. Não tente limpar o óleo na hora. Depois siga o cuidado de acordo com a gravidade.
como agir em queimadura elétrica;Desligue a energia primeiro (sem tocar na pessoa). Depois verifique respiração e consciência. Chame o SAMU mesmo que pareça leve, pois pode ter lesão interna.
Engasgo e respiração
como ajudar alguém engasgado (adulto);Pergunte se está engasgado. Se não conseguir falar nem tossir, faça a Manobra de Heimlich: fique atrás, feche uma mão e coloque acima do umbigo, com a outra mão por cima, e faça compressões rápidas para dentro e para cima.
como ajudar bebê engasgado;Sente-se, apoie o bebê de bruços no seu antebraço com a cabeça mais baixa, dê 5 tapas firmes nas costas. Se não resolver, vire o bebê e faça 5 compressões no peito com dois dedos.
como ajudar criança engasgada;Se ela não conseguir tossir nem falar, faça a Manobra de Heimlich adaptada (mais suave que no adulto). Se perder a consciência, inicie a reanimação e chame ajuda.
o que fazer se a pessoa desmaiar;Deite a pessoa de barriga para cima, eleve as pernas cerca de 30 cm, afrouxe roupas apertadas e verifique se está respirando. Se não acordar em 1–2 minutos ou não respirar, chame o SAMU e inicie RCP se souber.
como agir em caso de fratura;Não tente colocar o osso no lugar. Imobilize a região com talas improvisadas (revista, madeira) sem apertar demais, mantenha a pessoa quieta e leve ao pronto-socorro.
como cuidar de uma entorse;Aplique gelo envolvido em pano por 15–20 minutos várias vezes ao dia, mantenha o local elevado e em repouso. Se inchar muito, ficar roxo ou não conseguir apoiar, procure atendimento.
como agir em caso de queda de altura;Não mova a pessoa se suspeitar de lesão na coluna. Estabilize a cabeça e o pescoço, verifique respiração e chame o SAMU imediatamente.
como cuidar de uma pancada na cabeça;Observe se há sonolência excessiva, vômito, confusão, sangramento pelo nariz ou ouvido. Se tiver qualquer desses sinais, vá ao pronto-socorro. Mesmo sem sintomas, fique atento nas próximas 24 horas.
como cuidar de picada de inseto;Lave com água e sabão, aplique gelo envolvido em pano e, se coçar muito, use anti-histamínico tópico ou oral. Se houver falta de ar, inchaço no rosto ou tontura, chame o SAMU (pode ser alergia grave).
como agir em picada de escorpião ou aranha;Mantenha a pessoa calma, lave o local, aplique gelo e leve imediatamente ao hospital levando o animal se possível (sem se arriscar). Não faça torniquete nem corte o local.
como agir em mordida de cachorro;Lave bastante com água e sabão, cubra com pano limpo e procure atendimento. Pode ser necessário vacina antirrábica e antitetânica.
como agir em picada de cobra;Mantenha a pessoa quieta e calma, tire anéis e pulseiras, lave o local com água, mantenha o membro na altura do coração e leve rápido ao hospital. Não faça torniquete, não chupe o veneno e não corte o local.
o que fazer em caso de intoxicação;Não provoque vômito sem orientação. Identifique o que foi ingerido, ligue para o Centro de Informação Toxicológica ou SAMU e leve a embalagem do produto.
o que fazer se a pessoa bebeu produto de limpeza;Não provoque vômito. Ligue imediatamente para o SAMU ou Centro Toxicológico e informe o produto. Leve a embalagem.
o que fazer se a pessoa inalou fumaça ou gás;Retire a pessoa do local (sem se arriscar), leve para área arejada, afrouxe as roupas e observe a respiração. Se estiver consciente, deixe ela sentada. Chame ajuda se necessário.
como fazer RCP (reanimação cardiopulmonar) básica;Se a pessoa não responde e não respira, chame o SAMU e comece compressões no centro do peito (cerca de 100–120 por minuto, bem firmes). Se souber, intercale com 2 ventilações a cada 30 compressões. Continue até a ajuda chegar.
como agir em choque elétrico;Desligue a energia ou afaste a pessoa com objeto de madeira/plástico (nunca com a mão). Verifique respiração e consciência. Se necessário, inicie RCP e chame o SAMU.
como agir em insolação;Leve a pessoa para sombra, afrouxe as roupas, molhe o corpo com água fria e ofereça água se estiver consciente. Se houver confusão, vômito ou desmaio, chame o SAMU.
como agir em hipotermia;Retire roupas molhadas, cubra a pessoa com cobertores (incluindo a cabeça), ofereça bebida morna se estiver consciente e chame ajuda se estiver grave.
como agir em crise convulsiva;Proteja a cabeça da pessoa, afaste objetos perigosos, vire-a de lado se possível e cronometre o tempo. Não coloque nada na boca e não segure a pessoa. Se durar mais de 5 minutos ou for a primeira crise, chame o SAMU.
